householdid,settlement,kkcode,primaryinterviewer,secondaryinterviewer,fieldcoordinator,yearmonitoring,interviewdate,interviewstart,interviewend,interviewlength,surveyversionnumber,usualfish,householdsize,yearsresident,primarymarketname,secondarymarketname,timemarket,timesecondarymarket,paternalethnicity,maternalethnicity,religion,primarylivelihood,primarylivelihoodyear,secondarylivelihood,secondarylivelihoodyear,tertiarylivelihood,tertiarylivelihoodyear,freqfishtime,freqsalefish,percentincomefish,freqeatfish,percentproteinfish,majorfishtechnique,primaryfishtechnique,secondaryfishtechnique,tertiaryfishtechnique,lessproductivedaysfishing,poorcatch,poorcatchunits,poorcatchunitscategory,poorfishincome,poorfishincomeunits,moreproductivedaysfishing,goodcatch,goodcatchunits,goodcatchunitscategory,goodfishincome,goodfishincomeunits,economicstatustrend,economicstatusreasonl,economicstatusreason,economicadjustreasonl,economicadjustreason,assetcar,assetcarobtain,assetcaryear,assetcarassistance,assetcarassistanceother,assettruck,assettruckobtain,assettruckyear,assettruckassistance,assettruckassistanceother,assetcartruck,assetbicycle,assetbicycleobtain,assetbicycleyear,assetbicycleassistance,assetbicycleassistanceother,assetmotorcycle,assetmotorcycleobtain,assetmotorcycleyear,assetmotorcycleassistance,assetmotorcycleassistanceother,assetboatnomotor,assetboatnomotorobtain,assetboatnomotoryear,assetboatnomotorassistance,assetboatnomotorassistanceother,assetboatoutboard,assetboatoutboardobtain,assetboatoutboardyear,assetboatoutboardassistance,assetboatoutboardassistanceother,assetboatinboard,assetboatinboardobtain,assetboatinboardyear,assetboatinboardassistance,assetboatinboardassistanceother,assetlandlinephone,assetlandlinephoneobtain,assetlandlinephoneyear,assetlandlinephoneassistance,assetlandlinephoneassistanceother,assetcellphone,assetcellphoneobtain,assetcellphoneyear,assetcellphoneassistance,assetcellphoneassistanceother,assetphonecombined,assettv,assettvobtain,assettvyear,assettvassistance,assettvassistanceother,assetradio,assetradioobtain,assetradioyear,assetradioassistance,assetradioassistanceother,assetstereo,assetstereoobtain,assetstereoyear,assetstereoassistance,assetstereoassistanceother,assetcd,assetcdobtain,assetcdyear,assetcdassistance,assetcdassistanceother,assetdvd,assetdvdobtain,assetdvdyear,assetdvdassistance,assetdvdassistanceother,assetentertain,assetsatellite,assetsatelliteobtain,assetsatelliteyear,assetsatelliteassistance,assetsatelliteassistanceother,assetgenerator,assetgeneratorobtain,assetgeneratoryear,assetgeneratorassistance,assetgeneratorassistanceother,cookingfuel,householddeath,householdbirth,fsnotenough,fsdidnotlast,fsbalanceddiet,fsadultskip,fsfreqadultskip,fseatless,fshungry,fschildportion,fslowcostfood,fschildskip,fsfreqchildskip,fsnomealchild,rightsaccess,rightsharvest,rightsmanage,rightsexclude,rightstransfer,socialconflict,marinegroup,numbermarinegroup,othergroup,numberothergroup,votedistrict,votenational,numlocalthreat,numglobalthreat,numlocalaction,numglobalaction,placehappy,placefavourite,placemiss,placebest,placefishhere,placebemyself,primarylivelihoodcovid,secondarylivelihoodcovid,tertiarylivelihoodcovid,freqfishtimecovid,freqsalefishcovid,percentincomefishcovid,freqeatfishcovid,percentproteinfishcovid,majorfishtechniquecovid,poorfishincomecovid,goodfishincomecovid,fsnotenoughcovid,fsdidnotlastcovid,fsbalanceddietcovid,fseatlesscovid,fshungrycovid,fschildportioncovid,fslowcostfoodcovid,fsfreqchildskipcovid,fsnomealchildcovid,marinegroupcovid,othergroupcovid,anyotherinfo,willingparticipant,notes,dataentrycomplete,datacheckcomplete,dataentryid,datacheckid,worstdaycatch,worstdaycatchunits,bestdaycatch,bestdaycatchunits,averageincome,averageincomeunits,worstincome,worstincomeunits,bestincome,bestincomeunits,entrycomputeridentifier,entryhouseholdid,pilotreferencecode,baseline_t2_pairs
11229,251,169,112,119,120,2019,9/14/2019,13:30,13:54,0:24,8,KARANG KALEDUPA,,29,DAERAH HORUO,998,0,998,BAJO,BAJO,2,3,993,998,993,998,993,4,4,4,5,4,2,7,998,998,90,5,ember,2,375000,IDR,144,6,ember,2,670000,IDR,3,PENDAPATAN MELAUT HANYA CUKUP BUAT MAKAN SAJA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,997,997,3,0,998,0,0,0,3,0,998,3,1,1,1,1,1,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,186,,
11230,251,175,112,119,120,2019,9/14/2019,14:38,14:49,0:11,8,KARANG KALEDUPA,,35,LAMANGGAU,998,0.5,998,BAJO,BAJO,2,3,993,998,993,998,993,4,5,4,5,4,2,7,998,998,7,2,ember,2,200000,IDR,240,3,ember,2,250000,IDR,3,PENDAPATAN HANYA CUKUP BUAT KEBUTUHAN RUMAH TANGGA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,3,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,188,,
11231,251,197,112,119,120,2019,9/14/2019,12:57,13:13,0:16,8,PERAIRAN GUILATI,,60,DARATAN HORUO,998,0,998,BAJO,BAJO,2,3,993,998,993,998,993,4,5,4,5,4,1,1,998,996,50,1,ember,2,20000,IDR,200,1,ember,2,20000,IDR,3,PENGHASILAN HANYA CUKUP MAKAN SAJA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,1,3,1,0,998,998,998,998,998,997,997,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,185,,
11232,251,267,115,117,120,2019,9/14/2019,12:03,12:21,0:18,8,PERAIRAN HORUO,,45,PASAR SAMPOWATU,998,0.5,998,BAJO,BAJO,2,3,993,1,993,998,993,3,3,3,5,4,2,7,998,998,2,1,ember,2,100000,IDR,20,400,996,996,320000,IDR,4,"BANYAKNYA HASIL TANGKAPAN, DAN ANAK-ANAK SEBAGIAN SUDAH BERKELUARGA",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,2,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,174,,
11233,251,315,115,117,120,2019,9/14/2019,13:54,14:22,0:28,8,KARANG KALEDUPA,,31,SAMPUA WATU,998,0.333,998,BAJO,BAJO,2,3,993,996,993,998,993,4,4,3,5,2,5,3,1,5,0,0,996,996,0,IDR,300,10,ekor,4,500000,IDR,2,HASIL TANGKAPAN MENURUN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,1,2,2,0,998,0,0,0,2,0,998,3,1,1,1,1,0,3,0,,0,,1,1,2,2,3,1,4,4,4,3,4,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,KERJASAMA ANTARA PIHAK PEMBOM DAN PIHAK TERTENTU,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,177,,
11234,252,63,118,113,90,2019,9/13/2019,7:33,8:00,0:27,8,TIDAK ADA,,54,TIDAK ADA,TIDAK ADA,0,998,BUTON,BUTON,2,1,993,998,993,3,993,5,5,4,5,3,2,11,7,998,96,12,ember,2,300000,IDR,250,12,ember,2,700000,IDR,3,DULUNYA KERJA JADI APARAT DESA YANG PENGHASILAN UTAMA AKAN TETAPI  SETELAH LEPAS JABATAN PENGHASILAN BERKURANG,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,4,993,993,993,993,1,993,993,993,993,1,993,993,993,993,6,1,993,993,993,993,0,993,993,993,993,3,0,0,1,1,2,0,998,0,0,998,3,998,998,998,1,0,0,0,0,998,0,,1,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,151,,
11235,252,65,114,110,90,2019,9/13/2019,9:23,9:31,0:08,8,TIDAK TAHU,,45,TIDAK PERNA KE PASAR,TIDAK TAHU,0,998,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,5,1,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,"KARENA PENGHASILAN DI DAPATKAN DARI BELAHKASI ORANG, DAN BERGANTUNG PADA ORANG YANG MAU MEMBANTU.",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,1,1,1,998,998,0,0,998,998,998,998,998,0,0,0,0,0,997,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,158,,
11236,252,77,118,113,90,2019,9/13/2019,9:03,9:19,0:16,8,TIDAK ADA,,8,PASAR TANOMEHA,TIDAK ADA,0.033,998,BUTON,BUTON,2,7,993,1,993,998,993,1,998,994,1,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA PEKERJAAN SUSAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,3,2,0,998,0,0,0,3,0,998,3,0,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,3,4,4,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,152,,
11237,252,78,110,114,90,2019,9/13/2019,10:15,10:38,0:23,8,TIDAK TAHU,,51,PASAR SAMPOAWATU,PASAR IKAN,0.5,0.017,BUTON,BUTON,2,996,993,4,993,1,993,3,998,994,5,4,2,7,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENGHASILAN MENETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,3,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,2,2,2,0,998,0,0,0,3,0,998,3,1,1,1,1,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,DESA TANOMEHA SEDANG MEMBANGUN TREKING MANGROVE.,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,160,,
11238,252,79,110,114,90,2019,9/13/2019,9:38,9:58,0:20,8,LAUT TARAKAN,,39,PASAR IKAN,PASAR SAMPOAWATU,0.083,0.5,BUTON,BUTON,2,4,993,1,993,998,993,5,998,994,5,2,2,7,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KALAU AGAR AGAR BAGUS YA BANYAK JUGA KITA DAPAT PENGHASILAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,2,0,998,3,0,0,0,0,0,998,1,,0,,1,1,0,0,0,0,3,3,3,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,159,,
11239,252,88,110,114,90,2019,9/13/2019,8:37,8:58,0:21,8,FULUA NU RONDO,,61,PASAR IKAN,TIDAK ADA,0.05,998,BUTON,BUTON,2,4,993,998,993,998,993,5,998,994,5,998,998,998,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,MENJUAL AGAR-AGAR HASILNYQ SUDAH MENCUKUPI DAN ANAK- ANAK YANG SUDAH SUDAH KERJA MEMBANTU PEREKONOMIAN KAMI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,0,0,0,0,998,0,,0,,1,1,1,0,1,0,5,5,5,5,5,5,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,157,,
11240,252,95,118,113,90,2019,9/13/2019,10:32,11:00,0:28,8,LAUT LOHOA,,24,PASAR TANOMEHA,SAMPOAWATU,0.333,1,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,2,2,7,5,998,90,2,tali,1,50000,IDR,220,10,tali,1,100000,IDR,3,KARENA KEBUTUHAN KELUARGA HANYA DARI MELAUT SAJA DAN BANYAK KEBUTUHAN HIDUP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,3,0,0,1,2,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TERKAIT PEMATOKAN ZONASI WILAYAH LAUT DARAWA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,153,,
11241,252,102,110,114,90,2019,9/13/2019,14:08,14:32,0:24,8,LAUT LOHOA,,21,PASAR TANOMEHA,TIDAK ADA,0.25,998,BAJO,BAJO,2,3,993,996,993,998,993,5,5,4,5,2,1,5,996,998,90,5,ekor,4,120000,IDR,120,20,ekor,4,500000,IDR,2,"CUACA TIDAK BAIK, HARGA.",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,0,993,993,993,993,0,993,993,993,993,2,0,0,2,2,2,0,998,0,0,998,998,998,998,998,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,3,3,3,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,164,,
11242,252,108,110,114,90,2019,9/13/2019,11:36,11:57,0:21,8,LAUT TANOMEHA,,1,PASAR TANOMEHA,TIDAK ADA,0.333,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,2,1,1,998,998,180,3,tali,1,50000,IDR,170,10,tali,1,200000,IDR,3,KARNA SERING DATANG PENYAKIT SEHINGGA TIDAK BISA MELAUT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,1,1,1,0,998,0,0,0,997,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,0,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,161,,
11243,252,112,113,118,90,2019,9/13/2019,13:08,13:24,0:16,8,LAUT TANOMEHA,,30,TANOMEHA,TIDAK ADA,0.25,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,5,5,4,2,7,998,998,280,3,tali,1,200000,IDR,340,20,tali,1,300000,IDR,3,KARENA KETERGANTUNGAN KEPADA LAUT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,156,,
11244,252,113,118,113,90,2019,9/13/2019,12:24,19:15,6:51,8,LAUT SEKITAR LOHOA,,30,PASAR TANOMEHA,TIDAK ADA,0.333,998,BAJO,BAJO,2,4,993,998,993,998,993,4,998,994,5,3,2,7,998,998,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA HASIL PANEN RUMPUT LAUT LUMAYAN BANYAK,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,1,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,2,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,155,,
11245,252,117,113,118,90,2019,9/13/2019,11:02,11:26,0:24,8,ONERAME,,29,TANOMEHA,TIDAK ADA,0.25,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,4,1,5,1,998,300,5,tali,1,100000,IDR,320,8,tali,1,250000,IDR,3,KARENA KETERGANTUNGAN KEPADA CUACA SEHINGGA PENDAPATAN TETAP SAMA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,2,0,0,3,2,2,0,998,0,0,0,3,0,998,3,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,154,,
11246,252,126,113,118,90,2019,9/13/2019,13:28,13:49,0:21,8,LUANGKEE,,28,PASAR TANOMEHA,TIDAK ADA,0.25,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,5,2,7,5,998,300,4,tali,1,200000,IDR,340,20,tali,1,350000,IDR,3,KETERGANTUNGAN KEPADA KONDISI PERAIRAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,2,2,0,998,0,0,0,3,0,998,2,1,1,0,0,0,998,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,118,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,198,,
11247,252,153,110,114,90,2019,9/13/2019,12:03,12:26,0:23,8,LAUT LENTEA,,48,PASAR TANOMEHA,TIDAK ADA,0.25,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,2,1,1,998,998,90,5,ekor,4,90000,IDR,325,8,ekor,4,350000,IDR,3,"KADANG NAIK KADANG TURUN, PENDAPATAN TIDAK MENENTU",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,1,993,993,993,993,1,993,993,993,993,2,0,0,2,2,2,1,1,1,0,0,2,1,2,2,1,1,1,1,0,998,0,,0,,1,1,0,0,0,0,3,3,3,3,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,162,,
11248,252,155,110,114,90,2019,9/13/2019,13:24,13:47,0:23,8,LAUT LENTEA,,10,PASAR TANOMEHA,TIDAK ADA,0.5,998,BAJO,BAJO,2,3,993,998,993,998,993,5,5,4,5,4,1,1,7,998,84,6,ekor,4,60000,IDR,240,100,ekor,4,1500000,IDR,2,HASIL TANGKAPAN MENGURAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,998,998,998,998,998,998,998,998,998,1,1,1,1,1,998,1,,0,,1,1,0,1,1,0,5,5,5,5,5,5,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,114,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,163,,
11249,253,1,114,110,90,2019,9/14/2019,12:17,12:28,0:11,8,TIDAK ADA,,9,PASAR SAMPOAWATU,TIDAK ADA,0.667,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,1,998,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,ALASANYA KARNA PENGHASILAN LEBIH BAIK,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,998,998,998,998,998,998,998,998,998,997,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK TAU,1,,TRUE,TRUE,110,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,171,,
11250,253,2,118,113,90,2019,9/14/2019,8:27,8:46,0:19,8,LAUT PEROPA,,40,PASAR AMBEUA,PASAR BURANGA,0.5,0.5,BUTON,BUTON,2,3,993,996,993,998,993,3,1,2,5,3,1,1,998,998,24,1,tali,1,30000,IDR,80,3,tali,1,70000,IDR,4,KARENA SAAT INI SAYA MENCARI DI SABA MENJAGA BENIH BUDIDAYA IKAN DAN ALHAMDULILLAH GAJI SAYA LUMAYAN UNTUK ITU,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,1,993,993,993,993,0,993,993,993,993,3,0,0,1,2,2,0,998,0,0,0,2,0,998,3,1,1,0,0,0,998,0,,0,,997,1,0,0,0,0,4,4,4,3,3,5,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,197,,
